order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_city,customer_state,order_item_id,seller_id,price,freight_value,seller_city,seller_state,Delay_Days,Is_Delayed,Delivery_Time,Vendor_Delay_Rate,Risk_Score,Risk_Level
0068c109948b9a1dfb8530d1978acef3,34417388de13fbcd12cfcbd9d1b8dfbd,delivered,2018-01-22 19:46:58,2018-02-08 18:39:13,2018-02-20,d3581765bcf955dcf282b1642c74157c,cuiaba,MT,2.0,8b321bb669392f5163d04c59e235e066,35.9,15.79,sao paulo,SP,-12,0,16,0.08676789587852494,10.873752711496746,Low
d3d1c3c4a40be344bd7092fa770cddb9,e80a1e1d476a1ebad5b9705581ac1923,delivered,2017-03-13 21:17:16,2017-03-20 08:35:47,2017-04-05,d2658839df6cf850f1c6f79cec532775,rio de janeiro,RJ,1.0,cc419e0650a3c5ba77189a1882b7556a,89.99,14.8,santo andre,SP,-16,0,6,0.05275924802910855,5.493147362037599,Low
3a4b013e014723cc38c9faa8ffdc6387,e7c905bf4bb13543e8df947af4f3d9e9,delivered,2018-04-09 11:32:37,2018-04-13 02:06:43,2018-04-24,2c3b08cf3584d8c0a81d9618a73aa219,presidente prudente,SP,1.0,a00824eb9093d40e589b940ec45c4eb0,3399.99,126.47,bofete,SP,-11,0,3,0.0,0.8999999999999999,Low
39c41eff1afea8c296062328350b9ab9,d7730e2701034d28abe61d4316137deb,delivered,2018-07-13 10:35:41,2018-07-20 22:55:53,2018-07-30,34460b56c2c9c568ebf4e27935086855,joinville,SC,1.0,87142160b41353c4e5fca2360caf6f92,19.9,18.24,porto alegre,RS,-10,0,7,0.039603960396039604,4.872277227722773,Low
44879a8f19c5e8a5e9278477b29a29ea,a3e5a7458a61e94c06131898e1b75449,delivered,2018-08-23 20:56:41,2018-08-30 20:38:29,2018-10-04,331261d676590bf08bc94e7337c1de6f,mangaratiba,RJ,1.0,9f505651f4a6abe901a56cdc21508025,19.99,18.24,sao paulo,SP,-35,0,6,0.04071246819338423,4.649872773536895,Low
f63731e821c4ff4415d1b434cff51884,48bbb2176457bc561959fc570e50e231,delivered,2018-05-13 07:12:05,2018-05-19 14:12:37,2018-05-30,176df29483e4fb6ce1d6dd1c824ad72d,sao miguel arcanjo,SP,1.0,1025f0e2d44d7041d6cf58b6550e0bfa,45.0,12.79,sao paulo,SP,-11,0,6,0.08,7.3999999999999995,Low
cff46468993417e62aaa9555e5b06195,77d697d535b401291fd2a9efe2c9544b,delivered,2018-05-16 16:09:15,2018-06-14 20:35:32,2018-06-04,8831da2a67b7007cd92faef855f9fb52,presidente prudente,SP,1.0,610f72e407cdd7caaa2f8167b0163fd8,1914.58,141.26,sao paulo,SP,10,1,29,0.13333333333333333,18.03333333333333,Low
93a4103fd6a1562ec4442ddb02a38c5d,0ec7fc82a014f62c13bf934aa074185d,delivered,2018-01-30 08:34:27,2018-02-08 19:28:35,2018-02-21,f7f66c1c5d97e5e51a60423cdaa4254c,sorocaba,SP,1.0,1900267e848ceeba8fa32d80c1a5f5a8,53.0,12.71,ibitinga,SP,-13,0,9,0.08527131782945736,8.668992248062015,Low
3146e5198dddba5ff4a7843339a58226,646aa9a51168830e3f82112612b785f8,delivered,2018-07-01 11:21:24,2018-07-13 15:28:46,2018-07-26,a1508102f4f0401b2b8119d836fc7a29,paraguacu,MG,1.0,03bd479e1d9484cdb14104d3023f7321,119.9,14.18,uberlandia,MG,-13,0,12,0.0,3.5999999999999996,Low
b3dd5b90145b576a279167630eef9def,ecbbe3ed9ad0fdcc1d1e698b2554c986,delivered,2018-06-19 16:16:10,2018-06-25 15:17:48,2018-07-13,fb2c5015c63a4dab28b65c5e0d9b95ec,piracicaba,SP,2.0,3d871de0142ce09b7081e2b9d1733cb1,29.9,12.87,campo limpo paulista,SP,-18,0,5,0.05487228003784295,5.341059602649007,Low
0f6665a373c36216e96163b3162404b0,fbc72868276e138732416292b2c011d1,delivered,2018-01-31 11:55:35,2018-02-16 16:58:57,2018-03-02,a973871a6892d06b2af8ff17739fcb04,jatai,GO,1.0,a67780aba9dd436e7ac0aa1f889e73ec,42.6,31.1,presidente prudente,SP,-14,0,16,0.16666666666666666,16.466666666666665,Low
a2a14c3ce5305a2e20126dac4cd05a1b,52e6df27100d10fcf3d0e809345e9926,delivered,2018-03-03 20:49:01,2018-03-09 15:42:39,2018-03-21,33f7721aa2f222a4e896d017d25f5d88,sao paulo,SP,1.0,897060da8b9a21f655304d50fd935913,18.6,11.85,ribeirao preto,SP,-12,0,5,0.10631229235880399,8.941860465116278,Low
09249f4625a56408772a45322aadd544,9d4454db8535593c2a2f165869f30bc5,delivered,2018-08-07 10:19:43,2018-08-16 21:12:39,2018-08-23,2d55aacf7688e281b83de3ffaa61c058,belo horizonte,MG,1.0,620c87c171fb2a6dd6e8bb4dec959fc6,119.9,18.94,petropolis,RJ,-7,0,9,0.08713692946058091,8.799585062240663,Low
0f9db6b2900040157d27f21ae0f3d86d,bccdacce1d037dc77e75ff20d2851562,delivered,2018-08-01 09:51:27,2018-08-08 19:56:43,2018-08-14,dc99ead5bc8862990945ad0ba88f1d9b,porto alegre,RS,1.0,562fc2f2c2863ab7e79a9e4388a58a14,59.99,15.52,campinas,SP,-6,0,7,0.031496062992125984,4.304724409448818,Low
890e966b2b72ba13da8c01387874afee,4cd1c9f0fc14298ee95437bef771aac2,delivered,2018-03-18 19:26:01,2018-04-11 20:47:49,2018-04-16,9ea0b9db4828c757028a52c558a2d411,tijucas,SC,1.0,001cca7ae9ae17fb1caed9dfb1094831,112.0,38.21,cariacica,ES,-5,0,24,0.06153846153846154,11.507692307692306,Low
40264a7f65d4daae1b8d018951250573,388ccac2c6892d0d2e576673da514910,delivered,2017-10-31 11:13:35,2017-11-13 19:21:34,2017-11-23,275aba69747633a7e4ca86662cb23d10,sao miguel do iguacu,PR,1.0,53243585a1d6dc2643021fd1853d8905,289.0,35.82,lauro de freitas,BA,-10,0,13,0.034482758620689655,6.313793103448275,Low
985f418428a2040e904e93491b78c1f1,3448488008d7d108e6293951e93b5d91,delivered,2018-02-20 13:52:36,2018-03-07 21:19:44,2018-03-12,08edcb06d9d590d95f221c03b6ae3832,belo horizonte,MG,1.0,1025f0e2d44d7041d6cf58b6550e0bfa,31.0,21.83,sao paulo,SP,-5,0,15,0.08,10.1,Low
2f58cd82a10607b002725193afe913f5,fc618ecfa7879ba8f15a0b1975f15670,delivered,2017-03-14 09:53:26,2017-03-20 08:35:19,2017-04-06,d1b7bc4f0e2414db25f35ac000960107,rio de janeiro,RJ,1.0,cc419e0650a3c5ba77189a1882b7556a,89.99,14.8,santo andre,SP,-17,0,5,0.05275924802910855,5.193147362037598,Low
755290851cd81ecf1413e13653ada744,ba82dad40a1950a7392679dc46606074,delivered,2018-05-01 17:12:58,2018-05-23 21:52:35,2018-05-28,87fbeb9da587da1bc437aae0b822bdf3,belo horizonte,MG,1.0,77530e9772f57a62c906e1c21538ab82,148.0,40.77,curitiba,PR,-5,0,22,0.09446254071661238,13.212377850162866,Low
485dda00ddae0be1121b189eae942d99,f159ff568222e4b170795fd8ebdff1f0,delivered,2018-08-22 11:39:52,2018-08-24 21:48:38,2018-08-27,b0b7a87b0b0c394965bd49368aefed80,sao paulo,SP,1.0,643214e62b870443ccbe55ab29a4dccf,32.0,7.48,sao paulo,SP,-3,0,2,0.1076923076923077,8.138461538461538,Low
e0db4ac24a1ec63aea6358043f528182,1628224972c38ec171b239f7387a1c98,delivered,2017-11-19 13:01:01,2017-11-23 14:57:07,2017-12-06,326bc355e093f9c33108fdc27232be25,sao paulo,SP,1.0,da8622b14eb17ae2831f4ac5b9dab84a,89.9,12.33,piracicaba,SP,-13,0,4,0.06646058732612056,5.852241112828439,Low
96c85fb240067205674e99425c5df3de,56e72c1aea322da215031c4ec20a23eb,delivered,2018-02-06 16:32:15,2018-03-20 01:31:05,2018-03-16,0fc302f0e80d81d2094440d1a85bfe5a,macae,RJ,1.0,6fd52c528dcb38be2eea044946b811f8,129.89,16.67,sao paulo,SP,4,1,41,0.13432835820895522,21.702985074626866,Medium
222c6bc1698aec767223c052bf66327d,f78f9e3b2e5a3060c957bf427cf94485,delivered,2017-05-22 21:53:14,2017-05-24 14:43:09,2017-06-02,58bf69d651632f0a65f9550935e881c3,santo andre,SP,1.0,e9779976487b77c6d4ac45f75ec7afe9,79.99,8.3,praia grande,SP,-9,0,1,0.061128526645768025,4.578996865203761,Low
b5a04f1a99c4f9be971027e0ee021f95,95faada93c141da94079a8ec0965d02d,delivered,2018-02-08 23:32:36,2018-02-19 16:04:26,2018-03-12,85449f7184b852386381c5a31d2a6a00,bauru,SP,1.0,c3cfdc648177fdbbbb35635a37472c53,255.0,26.63,curitiba,PR,-21,0,10,0.014545454545454545,4.018181818181818,Low
d12c3951e6642988af6886426a27cf1d,1b5d94c383719290f813751e9253d6e3,delivered,2018-06-21 15:00:50,2018-07-06 13:23:46,2018-07-20,7c23003f6d2ea71546bfa83ef23c63ab,feira de santana,BA,1.0,620c87c171fb2a6dd6e8bb4dec959fc6,289.9,38.94,petropolis,RJ,-14,0,14,0.08713692946058091,10.299585062240663,Low
7dca7e268d48febba328f16ddec37584,f5afa12435f1d113ad3e53d1fbbcdaa9,delivered,2017-09-05 19:17:03,2017-09-11 17:37:26,2017-09-19,ebeaa56fbd251db9fe6d26e599b375ed,sao paulo,SP,2.0,955fee9216a65b617aa5c0531780ce60,85.0,13.15,sao paulo,SP,-8,0,5,0.061256961018297536,5.787987271280827,Low
990dd7fbb9ecbada4647e9e05a4739d2,6929301c2dd23e9c034837037a2ad189,delivered,2017-04-10 13:54:32,2017-05-22 15:46:12,2017-05-12,584f32308dadfc727c78c03c16697b5d,maceio,AL,1.0,a416b6a846a11724393025641d4edd5e,81.56,22.07,sao paulo,SP,10,1,42,0.10828025477707007,20.179617834394904,Medium
cc0a0d27ed6897ad08f28a1f2472a49d,9849dbeaa220f8e584cb0a572d708160,delivered,2017-04-10 19:31:22,2017-04-15 11:24:37,2017-05-09,1d53bb3c7571500cd781b6d37ac93b0d,sao paulo,SP,1.0,0432ead42b6c8a0bdf68154add917fdf,89.9,11.24,maua,SP,-24,0,4,0.025,2.95,Low
8864fa647f9775d125c8a17ec0e33789,5f826ac16360ac7e4a5ca1c43e37950d,delivered,2018-04-13 16:58:34,2018-04-30 21:59:04,2018-05-11,950fde4e1f30b90445620d10f1cc814c,serra,ES,1.0,3d871de0142ce09b7081e2b9d1733cb1,69.9,19.46,campo limpo paulista,SP,-11,0,17,0.05487228003784295,8.941059602649005,Low
76540589be9113578df9de836cf6dbf9,f7eb5aa8d9142df5a28850fde4b68306,delivered,2018-01-18 19:56:05,2018-01-30 21:23:05,2018-02-16,6317a68555d0c7ee2c639f9f1b66800c,brasilia,DF,1.0,4869f7a5dfa277a7dca6462dcf3b52b2,189.0,16.07,guariba,SP,-17,0,12,0.10535714285714286,10.975,Low
e170172588e00bedc8daf9183629644e,b268519093dfee306454fc430c872568,delivered,2017-12-07 10:54:44,2018-01-04 22:04:21,2018-01-02,e75909e6a7b6c6e811d50257a0ad64d7,sorocaba,SP,1.0,a2e874074c877c5a05abae80ad6e488f,244.69,30.5,sao jose do rio preto,SP,2,1,28,0.05,11.9,Low
5936701d9c981d5c0798f06e95e278b4,9a47578c78d75440172d1a7756850868,delivered,2017-06-22 20:02:58,2017-07-07 19:07:59,2017-07-14,64f4bd3f2a366864239b3ac1bef9ccc4,rio de janeiro,RJ,1.0,3d39fbf22a665714baf62fae36029e23,224.9,16.33,campinas,SP,-7,0,14,0.0,4.2,Low
15e85e81d299aec57b1bbdba38422dff,5329a1b285ac348481efc2734780fa37,delivered,2017-08-15 08:31:44,2017-08-16 17:47:37,2017-08-28,cf32aeb4e8a323e6499a573ac5c90326,sao paulo,SP,1.0,c0563dd588b775f2e37747ef6ad6c92c,139.9,9.79,santo andre,SP,-12,0,1,0.1111111111111111,8.077777777777778,Low
778d6f8f92b218606a82dc5d2f5221e2,2cfe76e75e9de1fbc8182515c5453fd2,delivered,2017-11-25 12:02:42,2018-01-09 14:09:40,2017-12-20,89468b8994a62cb344e62ab6981a6451,conservatoria,RJ,4.0,8160255418d5aaa7dbdc9f4c64ebda44,99.9,17.2,ibitinga,SP,20,1,45,0.14130434782608695,23.391304347826086,Medium
ef70439747aa47b2855565412ab21f9b,8def6a09a4f43a314e904cc8442af394,delivered,2018-01-11 09:12:10,2018-01-12 22:29:07,2018-01-30,3d6f6dd162e6f8c3480a43b28a5d6e35,sao paulo,SP,1.0,080199a181c46c657dc5aa235411be3b,179.49,9.45,osasco,SP,-18,0,1,0.012658227848101266,1.1860759493670885,Low
9b05f77ce0774039487118673d490f37,dbc0875589e7140d0f2fdaa85de3c1aa,delivered,2018-03-06 15:16:43,2018-03-14 20:38:48,2018-03-26,6e0e3c6485417542b5e5dc80dd6139d4,linhares,ES,1.0,8160255418d5aaa7dbdc9f4c64ebda44,109.9,23.35,ibitinga,SP,-12,0,8,0.14130434782608695,12.291304347826086,Low
e5b292baeb54bb25ac86ffbfc531c8ff,28cbe238e90cf428598b2a2e58f0b595,delivered,2018-03-22 20:43:40,2018-04-06 21:38:43,2018-04-13,ef7c34bf0d4dddef8838454208706360,campestre,MG,1.0,1f50f920176fa81dab994f9023523100,53.9,21.35,sao jose do rio preto,SP,-7,0,15,0.08966015907447578,10.776211135213304,Low
7388afc4743da7d6e532b7fd086b4357,986c590aed8ad278ffc220f81b2d8e4f,delivered,2017-09-28 08:54:23,2017-10-16 19:43:41,2017-10-25,4173a58ff83790b84c371f56879b5227,quissama,RJ,1.0,ad781527c93d00d89a11eecd9dcad7c1,159.99,57.79,sao jose do rio preto,SP,-9,0,18,0.34285714285714286,29.399999999999995,Medium
106035bdd659c0a04d902135f4559663,a7410e333c8f541c9da1eff4b762de0d,delivered,2018-01-14 13:38:15,2018-01-26 17:12:27,2018-02-05,e380e5fe4b057596c3d126fec35b0112,sao paulo,SP,1.0,634964b17796e64304cadf1ad3050fb7,108.0,15.52,rio de janeiro,RJ,-10,0,12,0.09541984732824428,10.279389312977099,Low
60aff0ecd77407f311c868a82b58ac70,f91e81d167c1ee567ad964c15c229178,delivered,2017-09-29 07:43:46,2017-10-07 18:28:02,2017-10-25,0b01c8348cafe94c5773566c4a55de79,itaquaquecetuba,SP,1.0,128639473a139ac0f3e5f5ade55873a5,19.9,12.48,maringa,PR,-18,0,8,0.0421455938697318,5.3501915708812255,Low
f1b070043fd1979039538e8644181f9d,f081a6d9b9934d107db41cd0e35fc36d,delivered,2018-04-06 20:34:39,2018-04-10 22:19:19,2018-04-18,c0d054c9242f7eb23cb93ac5df3e1f7a,sao paulo,SP,1.0,f262cbc1c910c83959f849465454ddd3,24.99,8.29,sao paulo,SP,-8,0,4,0.07407407407407407,6.385185185185184,Low
183ee0e3ebd4c1c995e5f9ac2d950ee8,81f49a0bc228fb20bc73f85ed36a0c0b,delivered,2018-02-01 19:55:53,2018-02-14 19:04:06,2018-02-23,473089b23876b579b3ca154c3d4a0309,barra bonita,SP,2.0,8b321bb669392f5163d04c59e235e066,21.9,11.85,sao paulo,SP,-9,0,12,0.08676789587852494,9.673752711496746,Low
293f88e33dd760720e689b394b3fadcb,44d7732397bb805d006dadf160428c85,delivered,2017-11-21 12:47:32,2017-11-27 17:12:20,2017-12-07,ce73225aa1032f1a5e45f533b948bf8e,bauru,SP,1.0,c3867b4666c7d76867627c2f7fb22e21,60.0,11.92,guara,SP,-10,0,6,0.11210762331838565,9.647533632286995,Low
4d6aaa0dbe2223eac880e1aad0137929,07d3968109378e8483932cf70a79eefd,delivered,2017-10-18 15:27:09,2017-10-25 19:37:59,2017-11-07,080f54e73bd1f21e9cfb18d475ad947b,jacutinga,MG,1.0,d94a40fd42351c259927028d163af842,129.0,18.52,baependi,MG,-13,0,7,0.030612244897959183,4.242857142857143,Low
cb560d710377eef2c41351f25c732da1,6087323bb610b4ca4a40963a5ef62ad7,delivered,2018-02-14 13:28:49,2018-03-06 00:10:12,2018-03-08,4f48318abb1f1520e2eaefdbc762a551,sao paulo,SP,1.0,06a2c3af7b3aee5d69171b0e14f0ee87,34.99,25.38,sao luis,MA,-2,0,19,0.19072164948453607,19.050515463917524,Low
9526afac09af0c00e87b74eb7290b6ec,020a406d49fb26441c5cab66fb8309bb,delivered,2017-12-06 12:41:52,2017-12-18 17:12:38,2018-01-02,ee62d5fbe74028c95e30c8b3ba740c62,atibaia,SP,1.0,ff82e8873fba613f2261a9acc896fd84,14.9,16.11,itabira,MG,-15,0,12,0.0,3.5999999999999996,Low
2c529e48633e1c206e07f886dc2ad423,1a0c96ced5e7fac875e8c00f9e3fea36,delivered,2017-11-16 19:22:04,2017-11-27 17:07:17,2017-12-05,45a075b36adef440754176bfc5e91b26,palmital,SP,1.0,1ca7077d890b907f89be8c954a02686a,45.0,11.85,santana de parnaiba,SP,-8,0,10,0.16822429906542055,14.775700934579438,Low
1a07bcd88f815b8098a7e112b3995323,303cd77319ef7c8b023153ca3d32ebd7,delivered,2018-04-17 09:55:21,2018-04-23 16:33:44,2018-05-04,19636fe862eba7bafb95eaaae991d99c,sao paulo,SP,1.0,ea566164622c6b439516ab18062c42cd,23.95,11.15,sao  paulo,SP,-11,0,6,0.18,14.399999999999999,Low
d3c64cf55752f7821e85e7ea9b9b3f30,a14b17e55f117e4bf24cdd9d0e586c35,delivered,2017-05-06 11:20:18,2017-05-19 16:59:52,2017-05-30,d71a769963b2c890c06e83cbed137a43,votuporanga,SP,1.0,d36b07fd3c5088e477a72d1fccfe29d4,328.9,10.96,itapetininga,SP,-11,0,13,0.0,3.9,Low
c0c3e3561d570a706345bbd04b42de8e,297adadb07031a1f609eb3459eab01f0,delivered,2017-08-31 12:48:08,2017-09-06 14:26:07,2017-09-22,6bef52e5972563e5aa96dde8c2e13e06,sao jose do rio preto,SP,1.0,cc419e0650a3c5ba77189a1882b7556a,23.99,11.85,santo andre,SP,-16,0,6,0.05275924802910855,5.493147362037599,Low
8493710d4f0b7559f92171df102ea693,3376235680921bde7c149c5793c6124f,delivered,2018-08-10 15:21:47,2018-08-16 16:18:49,2018-08-29,9bc3b3b03ac9c6c132aab1353e0d0dd9,rio de janeiro,RJ,1.0,fa1c13f2614d7b5c4749cbc52fecda94,798.0,21.78,sumare,SP,-13,0,6,0.09265734265734266,8.286013986013984,Low
5d7c9ec4aa4d83e0b66b73e3ad2d7c06,c36e7cd497c538831ff5d1a3e5af5e47,delivered,2018-08-23 13:19:20,2018-08-28 18:19:38,2018-09-25,daec9f67248b12c4a7766c16541ce32f,balsamo,SP,4.0,1835b56ce799e6a4dc4eddc053f04066,23.99,4.76,ibitinga,SP,-28,0,5,0.11025641025641025,9.217948717948717,Low
579d1ca1c229566ac9ad0bb17a50f99b,77ae41d2233b06b7272c078e0ff8e880,delivered,2017-09-07 23:08:29,2017-09-30 16:05:44,2017-10-04,24561d5dff99c04231cdc4103b8e03d6,vitoria,ES,1.0,1f50f920176fa81dab994f9023523100,59.9,17.67,sao jose do rio preto,SP,-4,0,22,0.08966015907447578,12.876211135213303,Low
8e4fe12ab291759fe37bae4adbfd667c,a8e9b749e8a0c101c051957d5e714eaa,delivered,2018-05-06 12:11:40,2018-05-08 23:42:32,2018-05-22,76a571b6971045b4aae9d55136e17de9,guaruja,SP,1.0,f8db351d8c4c4c22c6835c19a46f01b0,48.9,8.64,salto,SP,-14,0,2,0.042682926829268296,3.5878048780487806,Low
03f3ce5c73e3eaab0bdef61d0713ca0b,7bdb92316a87205522ada80a430b87dd,delivered,2018-03-11 21:02:02,2018-03-19 16:39:44,2018-04-09,54e1f666a8e47e1c375543e70477a863,santa luzia,MG,1.0,06e5eefc71ec47ae763c5c6f8db7064f,169.97,17.9,porto alegre,RS,-21,0,7,0.0,2.1,Low
442f0c23874c2066610c590e95ebfa4a,f38e7e94fe8e324a27a966b5903aeb7a,delivered,2018-03-30 21:44:53,2018-04-11 17:36:29,2018-04-26,8abd3a4569cb040652fda5ea7f563f13,ribeirao preto,SP,1.0,5debea795b07621e1f90532e18f96145,74.9,14.6,apucarana,PR,-15,0,11,0.0,3.3,Low
6fe4c985918734d29a35419f12b76570,529cdd66b36605936a5c313cfe7427f4,delivered,2017-05-23 13:35:47,2017-05-26 13:19:35,2017-06-19,c3b85831f6f25fad01faa6f554dba4d9,belo horizonte,MG,1.0,7bcd7c5f8631701474db233ccf1c094b,50.0,15.11,sao paulo,SP,-24,0,2,0.0,0.6,Low
5bcde4ca8f0878aab60dc18cc310fa4d,756081646e96cb2e48ecd496079a688a,delivered,2018-07-18 11:53:31,2018-07-23 17:31:04,2018-08-03,ec8af13dff28298b7d6e1eb553838871,campo largo,PR,1.0,ef2fbc2b607d8492bcffe657a4645434,46.9,16.52,rio de janeiro,RJ,-11,0,5,0.1111111111111111,9.277777777777777,Low
063f19fae1eadbb92dc30d00b7cc870c,17ee8098eb758ef96941fb81b414b364,delivered,2018-08-08 16:57:41,2018-08-16 20:38:46,2018-08-20,588f37798f35abdb26cd348067e723cd,ribeirao preto,SP,1.0,1025f0e2d44d7041d6cf58b6550e0bfa,196.8,18.51,sao paulo,SP,-4,0,8,0.08,8.0,Low
ef0db33f981ff522a3a3ad0212e9148e,2a724c261acbe630a47763c5af9e119c,delivered,2017-04-23 17:25:09,2017-05-02 16:32:53,2017-05-15,54bf1780705493f3224d73bd48e53186,joinville,SC,1.0,f4aba7c0bca51484c30ab7bdc34bcdd1,18.99,14.52,sao paulo,SP,-13,0,8,0.05555555555555555,6.288888888888888,Low
90d36c9ade58b86290e2b48ca7348cc2,3eb2f427052bb599312cd03531c90469,delivered,2017-10-25 15:07:24,2017-11-25 12:57:07,2017-11-16,30d13c3e324acc4ee50bda3e4456c644,uba,MG,1.0,76d5af76d0271110f9af36c92573f765,660.45,25.11,sao paulo,SP,9,1,30,0.09375,15.5625,Low
9c3225a3efe9fb83ea06492acb99d42c,a3841b3e4a14793967fb8b112db2c81e,delivered,2018-08-07 15:38:33,2018-08-27 17:31:37,2018-08-23,3b0745c48a097ed671e15d6172db3c58,sertaozinho,SP,1.0,e9bc59e7b60fc3063eb2290deda4cced,61.4,13.77,maringa,PR,4,1,20,0.07804878048780488,11.463414634146341,Low
88aef6eed6c5cf608b6e57b402ca30ca,7ac6d2ac9e318ec647bf58a9049707b2,delivered,2018-08-22 13:02:19,2018-08-29 04:52:45,2018-08-31,626e317e72950078204d2643b72614ce,campinas,SP,1.0,4a23adac87cf538689fa600d976f78b2,135.0,8.21,sao paulo,SP,-2,0,6,0.0,1.7999999999999998,Low
2f91341b841ba610e8981cabfcef4989,041e7a50f42343bca153f0df4729723e,delivered,2018-03-22 22:37:56,2018-04-11 17:48:33,2018-04-10,ee4203bde8734078a27485ea2b641398,olimpia,SP,1.0,0249d282d911d23cb8b869ab49c99f53,22.0,12.79,sao paulo,SP,1,1,19,0.18181818181818182,18.42727272727273,Low
a2f1b733d3d3cb7185e9661387534161,cd8c7feb6e5a1f734ef52ffcf4a25c6a,delivered,2018-02-16 13:40:46,2018-02-27 18:56:42,2018-03-13,080a538ba865739bd97c3ffd9e71bcf0,praia grande,SP,1.0,00fc707aaaad2d31347cf883cd2dfe10,83.9,23.42,maringa,PR,-14,0,11,0.0392156862745098,6.045098039215686,Low
6be65d2a1acba9c3882fe845f097c354,7b7ead41153dbd4eb51cbe0953cacbbd,delivered,2017-07-16 22:14:46,2017-07-20 20:25:49,2017-08-07,3819bec12e64621a1019bee14382ee5b,lencois paulista,SP,1.0,ce27a3cc3c8cc1ea79d11e561e9bebb6,150.0,13.39,sao paulo,SP,-18,0,3,0.01639344262295082,2.0475409836065572,Low
